nodeIP,date,sunPower,sunCurrent,sunVoltage,batteryVoltage,chargingCurrent,outputCurrent,outputVoltage,loadPower,systemTemp,batteryTemp,totalGenerated
10.0.70.40,2025-06-02 09:00:10,45.14W,1.96A,23.03V,14.60V,1.92A,0.24A,51.73V,12.42W,47,23,5329WH
10.0.70.40,2025-06-02 10:00:09,28.35W,1.22A,23.24V,14.58V,0.86A,0.21A,51.69V,10.85W,49,25,5361WH
10.0.70.40,2025-06-02 11:00:09,15.85W,0.68A,23.31V,14.64V,0.00A,0.24A,51.73V,12.42W,49,25,5377WH
10.0.70.40,2025-06-02 12:00:10,29.03W,1.27A,22.86V,14.54V,0.86A,0.24A,51.69V,12.41W,50,26,5392WH
10.0.70.40,2025-06-02 13:00:07,14.53W,0.63A,23.07V,14.60V,0.00A,0.22A,51.68V,11.37W,50,27,5406WH
10.0.70.40,2025-06-02 14:00:09,14.63W,0.63A,23.22V,14.58V,0.00A,0.22A,51.68V,11.37W,52,28,5422WH
10.0.70.40,2025-06-02 15:00:09,14.92W,0.63A,23.69V,14.60V,0.00A,0.22A,51.68V,11.37W,51,28,5437WH
10.0.70.40,2025-06-02 16:00:10,14.18W,0.63A,22.50V,15.02V,0.00A,0.22A,51.71V,11.38W,51,27,5451WH
10.0.70.40,2025-06-02 17:00:09,14.14W,0.63A,22.44V,15.03V,0.00A,0.24A,51.69V,12.41W,51,28,5464WH
10.0.70.40,2025-06-02 18:00:09,9.02W,0.68A,13.27V,12.85V,0.00A,0.22A,51.69V,11.37W,49,26,5475WH
10.0.70.40,2025-06-02 19:00:09,5.10W,0.39A,13.08V,12.73V,0.00A,0.22A,51.69V,11.37W,48,25,5481WH
10.0.70.40,2025-06-02 20:00:10,0.00W,0.00A,21.01V,12.75V,0.00A,0.09A,51.73V,4.66W,45,23,5483WH
10.0.70.40,2025-06-02 21:00:09,0.00W,0.00A,0.00V,12.71V,0.00A,0.08A,51.75V,4.14W,40,20,5483WH
10.0.70.40,2025-06-02 22:00:10,0.00W,0.00A,0.00V,12.66V,0.00A,0.09A,51.79V,4.66W,37,17,5483WH
10.0.70.40,2025-06-02 23:00:10,0.00W,0.00A,0.00V,12.64V,0.00A,0.09A,51.81V,4.66W,34,15,5483WH
10.0.70.40,2025-06-03 00:00:10,0.00W,0.00A,0.00V,12.62V,0.00A,0.09A,51.82V,4.66W,33,13,5483WH
10.0.70.40,2025-06-03 01:00:10,0.00W,0.00A,0.00V,12.58V,0.00A,0.08A,51.81V,4.14W,32,12,5483WH
10.0.70.40,2025-06-03 02:00:10,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.84V,4.67W,30,11,5483WH
10.0.70.40,2025-06-03 03:00:09,0.00W,0.00A,0.00V,12.52V,0.00A,0.10A,51.86V,5.19W,30,10,5483WH
10.0.70.40,2025-06-03 04:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.86V,4.67W,29,10,5483WH
10.0.70.40,2025-06-03 05:00:10,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.86V,4.67W,29,10,5483WH
10.0.70.40,2025-06-03 06:00:10,4.60W,0.34A,13.53V,12.51V,0.00A,0.09A,51.84V,4.67W,32,10,5484WH
10.0.70.40,2025-06-03 07:00:09,4.41W,0.34A,12.97V,12.62V,0.00A,0.08A,51.81V,4.14W,34,12,5491WH
10.0.70.40,2025-06-03 08:00:09,50.44W,2.79A,18.08V,13.56V,2.79A,0.12A,51.81V,6.22W,38,15,5502WH
10.0.70.40,2025-06-03 09:00:09,44.66W,2.45A,18.23V,13.75V,2.26A,0.22A,51.71V,11.38W,47,23,5559WH
10.0.70.40,2025-06-03 10:00:11,43.41W,1.91A,22.73V,14.58V,1.82A,0.22A,51.69V,11.37W,50,25,5598WH
10.0.70.40,2025-06-03 11:00:11,14.74W,0.63A,23.39V,14.60V,0.00A,0.22A,51.69V,11.37W,51,27,5626WH
10.0.70.40,2025-06-03 12:00:11,14.69W,0.63A,23.31V,14.60V,0.00A,0.22A,51.69V,11.37W,51,28,5639WH
10.0.70.40,2025-06-03 13:00:09,27.34W,1.22A,22.41V,14.51V,0.62A,0.21A,51.68V,10.85W,53,30,5655WH
10.0.70.40,2025-06-03 14:00:10,14.64W,0.63A,23.24V,14.49V,0.48A,0.22A,51.68V,11.37W,53,31,5671WH
10.0.70.40,2025-06-03 15:00:10,14.57W,0.63A,23.12V,14.60V,0.00A,0.22A,51.69V,11.37W,53,31,5685WH
10.0.70.40,2025-06-03 16:00:10,21.56W,1.02A,21.14V,14.64V,0.28A,0.24A,51.68V,12.40W,53,31,5699WH
10.0.70.40,2025-06-03 17:00:10,15.18W,0.68A,22.33V,15.03V,0.00A,0.24A,51.71V,12.41W,52,30,5712WH
10.0.70.40,2025-06-03 18:00:10,13.71W,1.02A,13.44V,12.94V,0.00A,0.22A,51.69V,11.37W,51,29,5725WH
10.0.70.40,2025-06-03 19:00:10,8.36W,0.63A,13.27V,12.86V,0.00A,0.08A,51.73V,4.14W,50,28,5733WH
10.0.70.40,2025-06-03 20:00:10,2.62W,0.19A,13.80V,12.79V,0.00A,0.08A,51.71V,4.14W,47,27,5737WH
10.0.70.40,2025-06-03 21:00:10,0.00W,0.00A,0.00V,12.71V,0.00A,0.08A,51.73V,4.14W,44,25,5738WH
10.0.70.40,2025-06-03 22:00:09,0.00W,0.00A,0.00V,12.66V,0.00A,0.09A,51.77V,4.66W,42,23,5738WH
10.0.70.40,2025-06-03 23:00:09,0.00W,0.00A,0.00V,12.64V,0.00A,0.08A,51.75V,4.14W,41,22,5738WH
10.0.70.40,2025-06-04 00:00:09,0.00W,0.00A,0.00V,12.60V,0.00A,0.09A,51.79V,4.66W,40,20,5738WH
10.0.70.40,2025-06-04 01:00:10,0.00W,0.00A,0.00V,12.58V,0.00A,0.08A,51.77V,4.14W,38,19,5738WH
10.0.70.40,2025-06-04 02:00:09,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.79V,4.66W,39,20,5738WH
10.0.70.40,2025-06-04 03:00:09,0.00W,0.00A,0.00V,12.52V,0.00A,0.08A,51.77V,4.14W,38,20,5738WH
10.0.70.40,2025-06-04 04:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.08A,51.81V,4.14W,38,19,5738WH
10.0.70.40,2025-06-04 05:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.79V,4.66W,38,19,5738WH
10.0.70.40,2025-06-04 06:00:09,4.61W,0.34A,13.57V,12.52V,0.00A,0.08A,51.77V,4.14W,40,19,5738WH
10.0.70.40,2025-06-04 07:00:09,22.53W,1.66A,13.57V,13.02V,1.01A,0.09A,51.75V,4.66W,42,21,5748WH
10.0.70.40,2025-06-04 08:00:09,72.16W,3.38A,21.35V,14.02V,4.33A,0.15A,51.69V,7.75W,47,24,5783WH
10.0.70.40,2025-06-04 09:00:09,41.50W,1.81A,22.93V,14.58V,1.54A,0.22A,51.69V,11.37W,51,28,5838WH
10.0.70.40,2025-06-04 10:00:10,28.02W,1.22A,22.97V,14.58V,0.86A,0.22A,51.68V,11.37W,53,30,5866WH
10.0.70.40,2025-06-04 11:00:09,15.59W,0.68A,22.92V,14.60V,0.00A,0.22A,51.71V,11.38W,54,32,5883WH
10.0.70.40,2025-06-04 12:00:10,14.46W,0.63A,22.95V,14.60V,0.00A,0.24A,51.68V,12.40W,55,33,5897WH
10.0.70.40,2025-06-04 13:00:10,14.45W,0.63A,22.93V,14.60V,0.00A,0.24A,51.68V,12.40W,56,34,5912WH
10.0.70.40,2025-06-04 14:00:10,14.51W,0.63A,23.03V,14.60V,0.00A,0.25A,51.68V,12.92W,57,35,5928WH
10.0.70.40,2025-06-04 15:00:10,14.90W,0.68A,21.91V,14.62V,0.00A,0.22A,51.66V,11.37W,57,35,5943WH
10.0.70.40,2025-06-04 16:00:11,15.01W,0.68A,22.07V,15.00V,0.00A,0.24A,51.68V,12.40W,56,35,5957WH
10.0.70.40,2025-06-04 17:00:11,13.69W,1.02A,13.42V,12.94V,0.00A,0.24A,51.68V,12.40W,55,34,5970WH
10.0.70.40,2025-06-04 18:00:10,8.97W,0.68A,13.19V,12.79V,0.00A,0.22A,51.69V,11.37W,54,33,5979WH
10.0.70.40,2025-06-04 19:00:10,5.12W,0.39A,13.12V,12.75V,0.00A,0.08A,51.68V,4.13W,53,32,5985WH
10.0.70.40,2025-06-04 20:00:09,0.00W,0.00A,0.00V,12.68V,0.00A,0.07A,51.68V,3.62W,49,31,5987WH
10.0.70.40,2025-06-04 21:00:08,0.00W,0.00A,0.00V,12.64V,0.00A,0.08A,51.71V,4.14W,48,29,5987WH
10.0.70.40,2025-06-04 22:00:09,0.00W,0.00A,0.00V,12.62V,0.00A,0.09A,51.75V,4.66W,45,26,5987WH
10.0.70.40,2025-06-04 23:00:10,0.00W,0.00A,0.00V,12.58V,0.00A,0.08A,51.73V,4.14W,44,25,5987WH
10.0.70.40,2025-06-05 00:00:09,0.00W,0.00A,0.00V,12.56V,0.00A,0.08A,51.73V,4.14W,44,25,5987WH
10.0.70.40,2025-06-05 01:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.08A,51.73V,4.14W,43,24,5987WH
10.0.70.40,2025-06-05 02:00:10,0.00W,0.00A,0.00V,12.51V,0.00A,0.08A,51.75V,4.14W,42,23,5987WH
10.0.70.40,2025-06-05 03:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.08A,51.77V,4.14W,42,23,5987WH
10.0.70.40,2025-06-05 04:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.08A,51.75V,4.14W,42,23,5987WH
10.0.70.40,2025-06-05 05:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.08A,51.75V,4.14W,41,23,5987WH
10.0.70.40,2025-06-05 06:00:10,0.00W,0.00A,0.00V,12.47V,0.00A,0.08A,51.73V,4.14W,41,22,5987WH
10.0.70.40,2025-06-05 07:00:09,5.03W,0.39A,12.91V,12.56V,0.00A,0.08A,51.77V,4.14W,43,22,5990WH
10.0.70.40,2025-06-05 08:00:09,25.48W,1.86A,13.70V,13.15V,1.34A,0.08A,51.73V,4.14W,44,23,6001WH
10.0.70.40,2025-06-05 09:00:10,24.63W,1.81A,13.61V,13.03V,0.57A,0.24A,51.73V,12.42W,46,23,6020WH
10.0.70.40,2025-06-05 10:00:10,25.41W,1.86A,13.66V,13.09V,0.67A,0.25A,51.73V,12.93W,46,24,6038WH
10.0.70.40,2025-06-05 11:00:09,32.64W,2.35A,13.89V,13.35V,1.25A,0.22A,51.69V,11.37W,50,26,6076WH
10.0.70.40,2025-06-05 12:00:09,36.23W,2.49A,14.55V,13.51V,1.39A,0.22A,51.68V,11.37W,50,26,6104WH
10.0.70.40,2025-06-05 13:00:10,41.10W,2.05A,20.05V,14.56V,1.58A,0.22A,51.68V,11.37W,52,27,6146WH
10.0.70.40,2025-06-05 14:00:11,26.77W,1.17A,22.88V,14.60V,0.77A,0.25A,51.68V,12.92W,53,28,6174WH
10.0.70.40,2025-06-05 15:00:10,15.59W,0.68A,22.93V,15.02V,0.00A,0.24A,51.69V,12.41W,52,28,6190WH
10.0.70.40,2025-06-05 16:00:10,16.80W,0.78A,21.54V,14.83V,0.04A,0.22A,51.66V,11.37W,51,28,6203WH
10.0.70.40,2025-06-05 17:00:09,13.92W,0.63A,22.10V,15.02V,0.00A,0.24A,51.66V,12.40W,51,27,6216WH
10.0.70.40,2025-06-05 18:00:10,14.40W,1.07A,13.46V,12.96V,0.00A,0.22A,51.68V,11.37W,50,27,6229WH
10.0.70.40,2025-06-05 19:00:09,15.96W,0.73A,21.86V,15.03V,0.00A,0.24A,51.69V,12.41W,49,26,6241WH
10.0.70.40,2025-06-05 20:00:09,2.63W,0.19A,13.83V,12.83V,0.00A,0.08A,51.71V,4.14W,47,25,6246WH
10.0.70.40,2025-06-05 21:00:10,0.00W,0.00A,0.00V,12.73V,0.00A,0.09A,51.77V,4.66W,42,22,6246WH
10.0.70.40,2025-06-05 22:00:09,0.00W,0.00A,0.00V,12.68V,0.00A,0.09A,51.79V,4.66W,39,19,6246WH
10.0.70.40,2025-06-05 23:00:09,0.00W,0.00A,0.00V,12.64V,0.00A,0.09A,51.81V,4.66W,37,18,6246WH
10.0.70.40,2025-06-06 00:00:09,0.00W,0.00A,0.00V,12.62V,0.00A,0.09A,51.82V,4.66W,36,17,6246WH
10.0.70.40,2025-06-06 01:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.09A,51.81V,4.66W,35,16,6246WH
10.0.70.40,2025-06-06 02:00:08,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.82V,4.66W,34,15,6246WH
10.0.70.40,2025-06-06 03:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.84V,4.67W,34,14,6246WH
10.0.70.40,2025-06-06 04:00:10,0.00W,0.00A,0.00V,12.52V,0.00A,0.09A,51.84V,4.67W,33,14,6246WH
10.0.70.40,2025-06-06 05:00:10,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.82V,4.66W,33,13,6246WH
10.0.70.40,2025-06-06 06:00:09,3.93W,0.29A,13.55V,12.52V,0.00A,0.09A,51.82V,4.66W,35,13,6247WH
10.0.70.40,2025-06-06 07:00:09,23.46W,1.71A,13.72V,13.17V,1.15A,0.09A,51.77V,4.66W,37,15,6256WH
10.0.70.40,2025-06-06 08:00:09,45.14W,2.35A,19.21V,13.85V,2.79A,0.09A,51.75V,4.66W,42,19,6284WH
10.0.70.40,2025-06-06 09:00:10,41.86W,2.30A,18.20V,13.90V,1.92A,0.24A,51.71V,12.41W,48,23,6326WH
10.0.70.40,2025-06-06 10:00:09,28.98W,1.27A,22.82V,14.58V,0.86A,0.25A,51.69V,12.92W,50,25,6361WH
10.0.70.40,2025-06-06 11:00:09,14.63W,0.63A,23.22V,14.58V,0.00A,0.22A,51.69V,11.37W,51,27,6378WH
10.0.70.40,2025-06-06 12:00:10,14.52W,0.63A,23.05V,14.58V,0.00A,0.21A,51.68V,10.85W,52,29,6393WH
10.0.70.40,2025-06-06 13:00:10,15.50W,0.68A,22.80V,14.60V,0.00A,0.25A,51.69V,12.92W,53,30,6407WH
10.0.70.40,2025-06-06 14:00:12,26.72W,1.22A,21.90V,14.51V,0.52A,0.22A,51.66V,11.37W,54,31,6422WH
10.0.70.40,2025-06-06 15:00:10,16.82W,0.78A,21.57V,14.83V,0.14A,0.21A,51.66V,10.85W,54,31,6435WH
10.0.70.40,2025-06-06 16:00:09,16.84W,0.78A,21.59V,14.83V,0.09A,0.22A,51.66V,11.37W,54,31,6448WH
10.0.70.40,2025-06-06 17:00:17,13.92W,0.63A,22.10V,15.00V,0.00A,0.22A,51.68V,11.37W,54,31,6461WH
10.0.70.40,2025-06-06 18:00:19,15.11W,1.12A,13.49V,13.00V,0.00A,0.22A,51.68V,11.37W,53,30,6473WH
10.0.70.40,2025-06-06 19:00:16,12.42W,0.93A,13.36V,12.86V,0.00A,0.22A,51.68V,11.37W,52,29,6485WH
10.0.70.40,2025-06-06 20:00:17,0.00W,0.00A,20.23V,12.62V,0.00A,0.24A,51.71V,12.41W,50,28,6489WH
10.0.70.40,2025-06-06 21:00:10,0.00W,0.00A,0.00V,12.56V,0.00A,0.22A,51.73V,11.38W,45,25,6489WH
10.0.70.40,2025-06-06 22:00:24,0.00W,0.00A,0.00V,12.51V,0.00A,0.21A,51.75V,10.87W,43,24,6489WH
10.0.70.40,2025-06-06 23:00:12,0.00W,0.00A,0.00V,12.47V,0.00A,0.21A,51.75V,10.87W,42,22,6489WH
10.0.70.40,2025-06-07 00:00:19,0.00W,0.00A,0.00V,12.41V,0.00A,0.21A,51.75V,10.87W,41,21,6489WH
10.0.70.40,2025-06-07 01:00:10,0.00W,0.00A,0.00V,12.37V,0.00A,0.21A,51.73V,10.86W,41,21,6489WH
10.0.70.40,2025-06-07 02:00:10,0.00W,0.00A,0.00V,12.37V,0.00A,0.22A,51.77V,11.39W,40,20,6489WH
10.0.70.40,2025-06-07 03:00:10,0.00W,0.00A,0.00V,12.35V,0.00A,0.21A,51.77V,10.87W,39,19,6489WH
10.0.70.40,2025-06-07 04:00:10,0.00W,0.00A,0.00V,12.34V,0.00A,0.21A,51.77V,10.87W,38,19,6489WH
10.0.70.40,2025-06-07 05:00:10,0.00W,0.00A,0.00V,12.32V,0.00A,0.24A,51.77V,12.42W,38,18,6489WH
10.0.70.40,2025-06-07 06:00:09,0.00W,0.00A,19.52V,12.32V,0.00A,0.21A,51.73V,10.86W,39,18,6489WH
10.0.70.40,2025-06-07 07:00:10,10.67W,0.83A,12.85V,12.45V,0.00A,0.22A,51.73V,11.38W,42,19,6492WH
10.0.70.40,2025-06-07 08:00:10,26.52W,1.96A,13.53V,12.98V,0.81A,0.22A,51.73V,11.38W,44,21,6510WH
10.0.70.40,2025-06-07 09:00:10,103.49W,4.94A,20.95V,14.13V,6.35A,0.25A,51.68V,12.92W,53,28,6579WH
10.0.70.40,2025-06-07 10:00:10,78.83W,3.57A,22.08V,14.56V,4.38A,0.22A,51.66V,11.37W,56,29,6665WH
10.0.70.40,2025-06-07 11:00:11,31.67W,1.37A,23.12V,14.60V,1.15A,0.22A,51.68V,11.37W,54,29,6710WH
10.0.70.40,2025-06-07 12:00:14,14.81W,0.63A,23.50V,14.60V,0.00A,0.24A,51.69V,12.41W,53,29,6730WH
10.0.70.40,2025-06-07 13:00:10,15.61W,0.68A,22.95V,14.62V,0.00A,0.22A,51.69V,11.37W,53,30,6745WH
10.0.70.40,2025-06-07 14:00:12,14.15W,0.63A,22.46V,14.62V,0.00A,0.24A,51.68V,12.40W,54,30,6760WH
10.0.70.40,2025-06-07 15:00:18,18.04W,0.83A,21.73V,14.85V,0.09A,0.22A,51.68V,11.37W,53,30,6774WH
10.0.70.40,2025-06-07 16:00:31,15.39W,0.68A,22.63V,15.02V,0.00A,0.22A,51.68V,11.37W,52,29,6787WH
10.0.70.40,2025-06-07 17:00:12,15.06W,0.68A,22.14V,15.02V,0.00A,0.24A,51.69V,12.41W,52,29,6800WH
10.0.70.40,2025-06-07 18:00:11,12.48W,0.93A,13.42V,12.94V,0.00A,0.22A,51.68V,11.37W,51,27,6813WH
10.0.70.40,2025-06-07 19:00:10,6.99W,0.53A,13.19V,12.81V,0.00A,0.21A,51.69V,10.85W,49,26,6822WH
10.0.70.40,2025-06-07 20:00:10,1.91W,0.14A,13.66V,12.66V,0.00A,0.21A,51.71V,10.86W,48,25,6825WH
10.0.70.40,2025-06-07 21:00:22,0.00W,0.00A,0.00V,12.60V,0.00A,0.24A,51.77V,12.42W,43,21,6825WH
10.0.70.40,2025-06-07 22:00:27,0.00W,0.00A,0.00V,12.56V,0.00A,0.21A,51.79V,10.88W,40,19,6825WH
10.0.70.40,2025-06-07 23:00:10,0.00W,0.00A,0.00V,12.52V,0.00A,0.21A,51.81V,10.88W,38,17,6825WH
10.0.70.40,2025-06-08 00:00:10,0.00W,0.00A,0.00V,12.49V,0.00A,0.21A,51.81V,10.88W,37,16,6825WH
10.0.70.40,2025-06-08 01:00:09,0.00W,0.00A,0.00V,12.45V,0.00A,0.21A,51.79V,10.88W,35,14,6825WH
10.0.70.40,2025-06-08 02:00:10,0.00W,0.00A,0.00V,12.47V,0.00A,0.15A,51.81V,7.77W,34,13,6825WH
10.0.70.40,2025-06-08 03:00:10,0.00W,0.00A,0.00V,12.41V,0.00A,0.21A,51.84V,10.89W,33,12,6825WH
10.0.70.40,2025-06-08 04:00:10,0.00W,0.00A,0.00V,12.37V,0.00A,0.21A,51.82V,10.88W,32,11,6825WH
10.0.70.40,2025-06-08 05:00:10,0.00W,0.00A,0.00V,12.34V,0.00A,0.22A,51.81V,11.40W,32,10,6825WH
10.0.70.40,2025-06-08 06:00:10,5.23W,0.39A,13.42V,12.35V,0.00A,0.24A,51.82V,12.44W,34,10,6826WH
10.0.70.40,2025-06-08 07:00:09,29.81W,2.20A,13.55V,12.96V,1.10A,0.24A,51.82V,12.44W,37,14,6839WH
10.0.70.40,2025-06-08 08:00:09,70.18W,3.18A,22.07V,13.73V,4.09A,0.22A,51.75V,11.39W,44,20,6880WH
10.0.70.40,2025-06-08 09:00:10,96.52W,4.45A,21.69V,14.58V,5.63A,0.24A,51.69V,12.41W,51,25,6952WH
10.0.70.40,2025-06-08 10:00:10,48.01W,2.10A,22.86V,14.56V,2.16A,0.22A,51.69V,11.37W,52,27,7017WH
10.0.70.40,2025-06-08 11:00:10,15.88W,0.68A,23.35V,14.60V,0.00A,0.22A,51.69V,11.37W,51,27,7049WH
10.0.70.40,2025-06-08 12:00:19,14.70W,0.63A,23.33V,14.62V,0.00A,0.22A,51.69V,11.37W,50,27,7063WH
10.0.70.40,2025-06-08 13:00:10,14.55W,0.63A,23.10V,14.60V,0.00A,0.22A,51.69V,11.37W,51,28,7078WH
10.0.70.40,2025-06-08 14:00:10,42.15W,2.05A,20.56V,14.34V,1.44A,0.22A,51.69V,11.37W,52,29,7093WH
10.0.70.40,2025-06-08 15:00:09,20.55W,0.93A,22.10V,14.47V,0.24A,0.22A,51.71V,11.38W,52,29,7108WH
10.0.70.40,2025-06-08 16:00:10,14.35W,0.63A,22.78V,15.02V,0.00A,0.22A,51.69V,11.37W,52,29,7121WH
10.0.70.40,2025-06-08 17:00:10,14.16W,0.63A,22.48V,15.03V,0.00A,0.22A,51.71V,11.38W,51,28,7134WH
10.0.70.40,2025-06-08 18:00:10,14.12W,0.63A,22.41V,15.03V,0.00A,0.22A,51.71V,11.38W,50,28,7147WH
10.0.70.40,2025-06-08 19:00:10,9.06W,0.68A,13.32V,12.88V,0.00A,0.22A,51.69V,11.37W,49,27,7156WH
10.0.70.40,2025-06-08 20:00:10,4.53W,0.34A,13.32V,12.92V,0.00A,0.09A,51.75V,4.66W,47,26,7162WH
10.0.70.40,2025-06-08 21:00:10,0.00W,0.00A,0.00V,12.79V,0.00A,0.08A,51.73V,4.14W,44,23,7163WH
10.0.70.40,2025-06-08 22:00:10,0.00W,0.00A,0.00V,12.75V,0.00A,0.09A,51.79V,4.66W,39,20,7163WH
10.0.70.40,2025-06-08 23:00:10,0.00W,0.00A,0.00V,12.71V,0.00A,0.09A,51.79V,4.66W,37,18,7163WH
10.0.70.40,2025-06-09 00:00:10,0.00W,0.00A,0.00V,12.69V,0.00A,0.09A,51.82V,4.66W,36,16,7163WH
10.0.70.40,2025-06-09 01:00:10,0.00W,0.00A,0.00V,12.66V,0.00A,0.09A,51.79V,4.66W,35,15,7163WH
10.0.70.40,2025-06-09 02:00:09,0.00W,0.00A,0.00V,12.62V,0.00A,0.08A,51.81V,4.14W,34,15,7163WH
10.0.70.40,2025-06-09 03:00:09,0.00W,0.00A,0.00V,12.60V,0.00A,0.09A,51.82V,4.66W,36,17,7163WH
10.0.70.40,2025-06-09 04:00:09,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.79V,4.66W,37,18,7163WH
10.0.70.40,2025-06-09 05:00:09,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.81V,4.66W,38,19,7163WH
10.0.70.40,2025-06-09 06:00:09,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.79V,4.66W,39,20,7163WH
10.0.70.40,2025-06-09 07:00:09,0.00W,0.00A,20.57V,12.54V,0.00A,0.08A,51.77V,4.14W,41,21,7165WH
10.0.70.40,2025-06-09 08:00:11,6.91W,0.53A,13.04V,12.66V,0.00A,0.08A,51.73V,4.14W,42,21,7168WH
10.0.70.40,2025-06-09 09:00:11,14.65W,1.12A,13.08V,12.62V,0.00A,0.22A,51.73V,11.38W,43,21,7176WH
10.0.70.40,2025-06-09 10:00:09,57.57W,3.08A,18.69V,13.58V,2.93A,0.24A,51.73V,12.42W,45,22,7202WH
10.0.70.40,2025-06-09 11:00:09,28.39W,2.05A,13.85V,13.28V,1.01A,0.22A,51.73V,11.38W,45,22,7239WH
10.0.70.40,2025-06-09 12:00:19,27.41W,1.91A,14.35V,13.52V,1.15A,0.22A,51.71V,11.38W,46,22,7273WH
10.0.70.40,2025-06-09 13:00:10,20.84W,1.51A,13.80V,13.26V,0.38A,0.22A,51.73V,11.38W,45,22,7295WH
10.0.70.40,2025-06-09 14:00:10,40.86W,2.25A,18.16V,14.37V,1.68A,0.21A,51.71V,10.86W,45,22,7313WH
10.0.70.40,2025-06-09 15:00:10,10.45W,0.78A,13.40V,12.92V,0.00A,0.22A,51.75V,11.39W,45,22,7325WH
10.0.70.40,2025-06-09 16:00:10,6.42W,0.49A,13.10V,12.73V,0.00A,0.22A,51.73V,11.38W,44,22,7331WH
10.0.70.40,2025-06-09 17:00:09,16.37W,1.22A,13.42V,12.92V,0.04A,0.24A,51.75V,12.42W,43,22,7339WH
10.0.70.40,2025-06-09 18:00:10,3.96W,0.29A,13.65V,12.62V,0.00A,0.22A,51.73V,11.38W,45,23,7348WH
10.0.70.40,2025-06-09 19:00:10,0.00W,0.00A,19.14V,12.58V,0.00A,0.09A,51.77V,4.66W,44,23,7351WH
10.0.70.40,2025-06-09 20:00:10,0.00W,0.00A,21.03V,12.60V,0.00A,0.08A,51.75V,4.14W,43,22,7351WH
10.0.70.40,2025-06-09 21:00:10,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.79V,4.66W,40,22,7351WH
10.0.70.40,2025-06-09 22:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.79V,4.66W,39,21,7351WH
10.0.70.40,2025-06-09 23:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.77V,4.66W,39,21,7351WH
10.0.70.40,2025-06-10 00:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.77V,4.66W,39,21,7351WH
10.0.70.40,2025-06-10 01:00:10,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.81V,4.66W,39,21,7351WH
10.0.70.40,2025-06-10 02:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.79V,4.66W,38,20,7351WH
10.0.70.40,2025-06-10 03:00:10,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.81V,4.66W,38,20,7351WH
10.0.70.40,2025-06-10 04:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.81V,4.66W,38,19,7351WH
10.0.70.40,2025-06-10 05:00:10,0.00W,0.00A,0.00V,12.45V,0.00A,0.09A,51.81V,4.66W,37,19,7351WH
10.0.70.40,2025-06-10 06:00:09,5.28W,0.39A,13.53V,12.51V,0.00A,0.09A,51.79V,4.66W,39,18,7351WH
10.0.70.40,2025-06-10 07:00:09,31.21W,2.25A,13.87V,13.30V,1.78A,0.08A,51.71V,4.14W,42,21,7367WH
10.0.70.40,2025-06-10 08:00:10,68.59W,3.08A,22.27V,14.05V,4.14A,0.15A,51.71V,7.76W,48,24,7409WH
10.0.70.40,2025-06-10 09:00:10,62.06W,2.69A,23.07V,14.58V,3.32A,0.24A,51.71V,12.41W,49,25,7463WH
10.0.70.40,2025-06-10 10:00:10,42.80W,1.86A,23.01V,14.58V,1.87A,0.22A,51.69V,11.37W,49,25,7498WH
10.0.70.40,2025-06-10 11:00:09,28.78W,1.37A,21.01V,14.58V,0.91A,0.24A,51.71V,12.41W,50,26,7528WH
10.0.70.40,2025-06-10 12:00:16,14.75W,0.63A,23.41V,14.58V,0.00A,0.24A,51.71V,12.41W,50,27,7542WH
10.0.70.40,2025-06-10 13:00:13,15.94W,0.68A,23.44V,14.64V,0.00A,0.25A,51.71V,12.93W,50,27,7557WH
10.0.70.40,2025-06-10 14:00:10,14.63W,0.63A,23.22V,14.60V,0.00A,0.22A,51.68V,11.37W,51,28,7572WH
