nodeIP,date,sunPower,sunCurrent,sunVoltage,batteryVoltage,chargingCurrent,outputCurrent,outputVoltage,loadPower,systemTemp,batteryTemp,totalGenerated
10.0.70.40,2025-05-17 05:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.81V,4.66W,35,17,1297WH
10.0.70.40,2025-05-17 06:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.84V,4.67W,37,18,1297WH
10.0.70.40,2025-05-17 07:00:10,0.00W,0.00A,18.80V,12.49V,0.00A,0.08A,51.81V,4.14W,38,18,1297WH
10.0.70.40,2025-05-17 08:00:10,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.81V,4.66W,37,18,1297WH
10.0.70.40,2025-05-17 09:00:10,27.35W,2.05A,13.34V,12.79V,0.91A,0.24A,51.79V,12.43W,40,19,1302WH
10.0.70.40,2025-05-17 10:00:10,28.25W,2.05A,13.78V,13.22V,0.96A,0.22A,51.73V,11.38W,46,22,1355WH
10.0.70.40,2025-05-17 11:00:09,24.18W,1.76A,13.74V,13.19V,0.67A,0.22A,51.75V,11.39W,45,22,1374WH
10.0.70.40,2025-05-17 12:00:09,22.68W,1.66A,13.66V,13.09V,0.62A,0.22A,51.73V,11.38W,44,22,1389WH
10.0.70.40,2025-05-17 13:00:10,5.75W,0.44A,13.06V,12.71V,0.00A,0.24A,51.75V,12.42W,44,22,1399WH
10.0.70.40,2025-05-17 14:00:10,4.02W,0.29A,13.87V,12.83V,0.00A,0.21A,51.71V,10.86W,48,24,1433WH
10.0.70.40,2025-05-17 15:00:10,49.37W,2.20A,22.44V,14.56V,2.21A,0.24A,51.69V,12.41W,52,26,1480WH
10.0.70.40,2025-05-17 16:00:14,33.35W,2.15A,15.51V,14.54V,1.15A,0.22A,51.69V,11.37W,50,27,1505WH
10.0.70.40,2025-05-17 17:00:09,1.92W,0.14A,13.72V,12.71V,0.00A,0.22A,51.75V,11.39W,47,24,1517WH
10.0.70.40,2025-05-17 18:00:10,11.66W,0.88A,13.25V,12.81V,0.00A,0.22A,51.75V,11.39W,45,21,1524WH
10.0.70.40,2025-05-17 19:00:09,6.92W,0.53A,13.06V,12.68V,0.00A,0.22A,51.75V,11.39W,44,21,1531WH
10.0.70.40,2025-05-17 20:01:15,0.00W,0.00A,0.00V,12.66V,0.00A,0.08A,51.77V,4.14W,40,19,1532WH
10.0.70.40,2025-05-17 21:01:14,0.00W,0.00A,0.00V,12.62V,0.00A,0.08A,51.77V,4.14W,37,17,1532WH
10.0.70.40,2025-05-17 22:01:14,0.00W,0.00A,0.00V,12.60V,0.00A,0.08A,51.81V,4.14W,36,16,1532WH
10.0.70.40,2025-05-17 23:01:15,0.00W,0.00A,0.00V,12.58V,0.00A,0.09A,51.82V,4.66W,35,15,1532WH
10.0.70.40,2025-05-18 00:01:15,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.82V,4.66W,34,15,1532WH
10.0.70.40,2025-05-18 01:01:14,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.81V,4.66W,34,14,1532WH
10.0.70.40,2025-05-18 02:01:14,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.81V,4.66W,34,14,1532WH
10.0.70.40,2025-05-18 03:01:15,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.81V,4.66W,34,15,1532WH
10.0.70.40,2025-05-18 04:01:15,0.00W,0.00A,0.00V,12.49V,0.00A,0.08A,51.81V,4.14W,34,15,1532WH
10.0.70.40,2025-05-18 05:01:15,0.00W,0.00A,0.00V,12.45V,0.00A,0.09A,51.79V,4.66W,35,15,1532WH
10.0.70.40,2025-05-18 06:01:14,0.00W,0.00A,0.00V,12.45V,0.00A,0.08A,51.79V,4.14W,35,15,1532WH
10.0.70.40,2025-05-18 07:01:15,0.00W,0.00A,0.00V,12.45V,0.00A,0.08A,51.81V,4.14W,36,16,1532WH
10.0.70.40,2025-05-18 08:01:15,5.24W,0.39A,13.44V,12.41V,0.00A,0.24A,51.79V,12.43W,38,15,1534WH
10.0.70.40,2025-05-18 09:00:10,9.37W,0.73A,12.83V,12.45V,0.00A,0.24A,51.79V,12.43W,37,14,1540WH
10.0.70.40,2025-05-18 10:00:10,11.40W,0.88A,12.95V,12.52V,0.00A,0.24A,51.81V,12.43W,36,13,1552WH
10.0.70.40,2025-05-18 11:00:10,12.67W,0.98A,12.93V,12.49V,0.00A,0.24A,51.81V,12.43W,35,12,1562WH
10.0.70.40,2025-05-18 12:00:11,10.05W,0.78A,12.89V,12.49V,0.00A,0.24A,51.82V,12.44W,34,12,1576WH
10.0.70.40,2025-05-18 13:00:10,28.45W,2.10A,13.55V,12.96V,1.01A,0.24A,51.79V,12.43W,34,12,1591WH
10.0.70.40,2025-05-18 14:00:10,47.97W,2.59A,18.52V,13.41V,1.63A,0.25A,51.81V,12.95W,35,12,1615WH
10.0.70.40,2025-05-18 15:00:09,27.64W,2.00A,13.82V,13.24V,0.91A,0.22A,51.77V,11.39W,36,13,1644WH
10.0.70.40,2025-05-18 16:00:10,16.37W,1.22A,13.42V,12.92V,0.04A,0.24A,51.79V,12.43W,35,12,1663WH
10.0.70.40,2025-05-18 17:00:10,12.95W,0.98A,13.21V,12.77V,0.00A,0.24A,51.84V,12.44W,34,12,1674WH
10.0.70.40,2025-05-18 18:00:10,8.87W,0.68A,13.04V,12.64V,0.00A,0.24A,51.84V,12.44W,34,11,1683WH
10.0.70.40,2025-05-18 19:00:10,0.00W,0.00A,21.73V,12.45V,0.00A,0.24A,51.82V,12.44W,33,11,1689WH
10.0.70.40,2025-05-18 20:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.84V,4.67W,31,11,1690WH
10.0.70.40,2025-05-18 21:00:09,0.00W,0.00A,0.00V,12.45V,0.00A,0.10A,51.88V,5.19W,29,10,1690WH
10.0.70.40,2025-05-18 22:00:09,0.00W,0.00A,0.00V,12.41V,0.00A,0.09A,51.84V,4.67W,29,10,1690WH
10.0.70.40,2025-05-18 23:00:09,0.00W,0.00A,0.00V,12.41V,0.00A,0.09A,51.86V,4.67W,28,10,1690WH
10.0.70.40,2025-05-19 00:00:09,0.00W,0.00A,0.00V,12.41V,0.00A,0.10A,51.88V,5.19W,28,10,1690WH
10.0.70.40,2025-05-19 01:00:10,0.00W,0.00A,0.00V,12.41V,0.00A,0.09A,51.86V,4.67W,28,9,1690WH
10.0.70.40,2025-05-19 02:00:09,0.00W,0.00A,0.00V,12.39V,0.00A,0.09A,51.86V,4.67W,27,9,1690WH
10.0.70.40,2025-05-19 03:00:09,0.00W,0.00A,0.00V,12.39V,0.00A,0.10A,51.90V,5.19W,27,8,1690WH
10.0.70.40,2025-05-19 04:00:09,0.00W,0.00A,0.00V,12.39V,0.00A,0.10A,51.86V,5.19W,26,7,1690WH
10.0.70.40,2025-05-19 05:00:09,0.00W,0.00A,0.00V,12.39V,0.00A,0.10A,51.90V,5.19W,26,7,1690WH
10.0.70.40,2025-05-19 06:00:09,0.00W,0.00A,0.00V,12.39V,0.00A,0.10A,51.92V,5.19W,26,7,1690WH
10.0.70.40,2025-05-19 07:00:09,6.81W,0.53A,12.85V,12.47V,0.00A,0.09A,51.86V,4.67W,28,7,1692WH
10.0.70.40,2025-05-19 08:00:09,14.80W,1.12A,13.21V,12.75V,0.52A,0.09A,51.86V,4.67W,29,8,1700WH
10.0.70.40,2025-05-19 09:00:11,16.61W,1.27A,13.08V,12.60V,0.04A,0.25A,51.82V,12.95W,31,8,1713WH
10.0.70.40,2025-05-19 10:00:09,24.36W,1.81A,13.46V,12.92V,0.72A,0.24A,51.82V,12.44W,32,9,1730WH
10.0.70.40,2025-05-19 11:00:10,28.85W,2.10A,13.74V,13.17V,1.01A,0.22A,51.82V,11.40W,33,10,1754WH
10.0.70.40,2025-05-19 12:00:10,45.14W,2.35A,19.21V,13.51V,1.97A,0.25A,51.82V,12.95W,36,11,1788WH
10.0.70.40,2025-05-19 13:00:09,62.17W,3.33A,18.67V,13.92V,3.61A,0.25A,51.81V,12.95W,38,13,1834WH
10.0.70.40,2025-05-19 14:00:10,67.71W,2.94A,23.03V,14.56V,3.65A,0.24A,51.75V,12.42W,41,15,1899WH
10.0.70.40,2025-05-19 15:00:09,46.28W,2.45A,18.89V,14.45V,2.26A,0.25A,51.77V,12.94W,40,15,1951WH
10.0.70.40,2025-05-19 16:00:09,36.63W,1.71A,21.42V,14.60V,1.20A,0.24A,51.75V,12.42W,40,15,1989WH
10.0.70.40,2025-05-19 17:00:09,16.08W,0.68A,23.65V,15.13V,0.04A,0.22A,51.79V,11.39W,38,14,2011WH
10.0.70.40,2025-05-19 18:00:11,17.27W,0.78A,22.14V,14.94V,0.04A,0.24A,51.79V,12.43W,36,13,2024WH
10.0.70.40,2025-05-19 19:00:10,7.68W,0.58A,13.25V,12.85V,0.00A,0.15A,51.81V,7.77W,35,12,2034WH
10.0.70.40,2025-05-19 20:00:09,1.93W,0.14A,13.82V,12.81V,0.00A,0.09A,51.84V,4.67W,33,11,2038WH
10.0.70.40,2025-05-19 21:00:10,0.00W,0.00A,0.00V,12.75V,0.00A,0.09A,51.84V,4.67W,30,10,2038WH
10.0.70.40,2025-05-19 22:00:10,0.00W,0.00A,0.00V,12.73V,0.00A,0.09A,51.88V,4.67W,29,9,2038WH
10.0.70.40,2025-05-19 23:00:09,0.00W,0.00A,0.00V,12.69V,0.00A,0.09A,51.86V,4.67W,29,9,2038WH
10.0.70.40,2025-05-20 00:00:09,0.00W,0.00A,0.00V,12.66V,0.00A,0.09A,51.84V,4.67W,28,8,2038WH
10.0.70.40,2025-05-20 01:00:09,0.00W,0.00A,0.00V,12.64V,0.00A,0.09A,51.86V,4.67W,28,8,2038WH
10.0.70.40,2025-05-20 02:00:10,0.00W,0.00A,0.00V,12.62V,0.00A,0.09A,51.90V,4.67W,28,7,2038WH
10.0.70.40,2025-05-20 03:00:10,0.00W,0.00A,0.00V,12.60V,0.00A,0.09A,51.88V,4.67W,27,6,2038WH
10.0.70.40,2025-05-20 04:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.09A,51.88V,4.67W,26,6,2038WH
10.0.70.40,2025-05-20 05:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.86V,4.67W,26,6,2038WH
10.0.70.40,2025-05-20 06:00:10,3.27W,0.24A,13.61V,12.56V,0.00A,0.09A,51.86V,4.67W,27,5,2038WH
10.0.70.40,2025-05-20 07:00:09,25.94W,1.07A,24.24V,13.41V,1.20A,0.09A,51.82V,4.66W,33,9,2055WH
10.0.70.40,2025-05-20 08:00:09,24.70W,1.02A,24.22V,13.41V,1.01A,0.15A,51.81V,7.77W,38,15,2076WH
10.0.70.40,2025-05-20 09:00:11,45.32W,1.91A,23.73V,14.56V,2.02A,0.22A,51.73V,11.38W,42,18,2128WH
10.0.70.40,2025-05-20 10:00:10,29.52W,1.22A,24.20V,14.58V,1.01A,0.22A,51.75V,11.39W,42,17,2161WH
10.0.70.40,2025-05-20 11:00:09,15.06W,0.63A,23.90V,14.62V,0.04A,0.22A,51.77V,11.39W,41,18,2179WH
10.0.70.40,2025-05-20 12:00:10,14.90W,0.63A,23.65V,14.58V,0.00A,0.24A,51.77V,12.42W,41,18,2194WH
10.0.70.40,2025-05-20 13:00:10,16.35W,0.68A,24.05V,14.58V,0.00A,0.24A,51.75V,12.42W,43,19,2208WH
10.0.70.40,2025-05-20 14:00:09,16.14W,0.68A,23.73V,14.58V,0.04A,0.24A,51.73V,12.42W,43,19,2222WH
10.0.70.40,2025-05-20 15:00:10,14.70W,0.63A,23.33V,15.07V,0.00A,0.22A,51.77V,11.39W,43,20,2236WH
10.0.70.40,2025-05-20 16:00:09,15.99W,0.68A,23.52V,15.05V,0.00A,0.22A,51.75V,11.39W,44,20,2250WH
10.0.70.40,2025-05-20 17:00:09,15.76W,0.68A,23.18V,15.09V,0.00A,0.24A,51.77V,12.42W,44,20,2263WH
10.0.70.40,2025-05-20 18:00:10,15.81W,1.17A,13.51V,13.02V,0.04A,0.22A,51.75V,11.39W,43,19,2276WH
10.0.70.40,2025-05-20 19:00:10,6.46W,0.49A,13.19V,12.83V,0.00A,0.08A,51.73V,4.14W,42,19,2286WH
10.0.70.40,2025-05-20 20:00:10,0.00W,0.00A,19.31V,12.75V,0.00A,0.08A,51.79V,4.14W,39,17,2288WH
10.0.70.40,2025-05-20 21:00:10,0.00W,0.00A,0.00V,12.68V,0.00A,0.08A,51.79V,4.14W,36,16,2288WH
10.0.70.40,2025-05-20 22:00:09,0.00W,0.00A,0.00V,12.66V,0.00A,0.09A,51.82V,4.66W,35,15,2288WH
10.0.70.40,2025-05-20 23:00:09,0.00W,0.00A,0.00V,12.62V,0.00A,0.08A,51.81V,4.14W,34,14,2288WH
10.0.70.40,2025-05-21 00:00:10,0.00W,0.00A,0.00V,12.60V,0.00A,0.09A,51.84V,4.67W,33,14,2288WH
10.0.70.40,2025-05-21 01:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.10A,51.84V,5.18W,33,13,2288WH
10.0.70.40,2025-05-21 02:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.82V,4.66W,33,13,2288WH
10.0.70.40,2025-05-21 03:00:09,0.00W,0.00A,0.00V,12.52V,0.00A,0.10A,51.86V,5.19W,32,13,2288WH
10.0.70.40,2025-05-21 04:00:10,0.00W,0.00A,0.00V,12.52V,0.00A,0.09A,51.84V,4.67W,32,13,2288WH
10.0.70.40,2025-05-21 05:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.86V,4.67W,32,12,2288WH
10.0.70.40,2025-05-21 06:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.86V,4.67W,31,12,2288WH
10.0.70.40,2025-05-21 07:00:10,6.00W,0.44A,13.63V,12.56V,0.00A,0.09A,51.84V,4.67W,34,12,2289WH
10.0.70.40,2025-05-21 08:00:09,15.65W,1.17A,13.38V,12.88V,0.38A,0.16A,51.82V,8.29W,34,12,2298WH
10.0.70.40,2025-05-21 09:00:09,14.73W,1.12A,13.15V,12.71V,0.00A,0.22A,51.81V,11.40W,36,14,2312WH
10.0.70.40,2025-05-21 10:00:09,20.37W,1.51A,13.49V,12.96V,0.33A,0.24A,51.81V,12.43W,37,14,2328WH
10.0.70.40,2025-05-21 11:00:10,41.30W,2.40A,17.21V,13.37V,1.73A,0.25A,51.79V,12.95W,39,15,2347WH
10.0.70.40,2025-05-21 12:00:09,54.71W,2.94A,18.61V,13.64V,2.45A,0.24A,51.79V,12.43W,40,16,2375WH
10.0.70.40,2025-05-21 13:00:09,18.14W,1.32A,13.74V,13.20V,0.19A,0.22A,51.75V,11.39W,41,17,2412WH
10.0.70.40,2025-05-21 14:00:09,24.25W,1.76A,13.78V,13.22V,0.62A,0.24A,51.81V,12.43W,40,17,2427WH
10.0.70.40,2025-05-21 15:00:10,7.63W,0.58A,13.15V,12.77V,0.00A,0.22A,51.79V,11.39W,39,17,2438WH
10.0.70.40,2025-05-21 16:00:09,6.40W,0.49A,13.06V,12.68V,0.00A,0.22A,51.77V,11.39W,39,17,2447WH
10.0.70.40,2025-05-21 17:00:09,10.22W,0.78A,13.10V,12.69V,0.00A,0.24A,51.79V,12.43W,39,16,2456WH
10.0.70.40,2025-05-21 18:00:10,10.20W,0.78A,13.08V,12.66V,0.00A,0.22A,51.79V,11.39W,38,16,2466WH
10.0.70.40,2025-05-21 19:00:09,0.00W,0.00A,21.07V,12.49V,0.00A,0.22A,51.79V,11.39W,37,15,2470WH
10.0.70.40,2025-05-21 20:00:10,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.82V,4.66W,33,14,2470WH
10.0.70.40,2025-05-21 21:00:10,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.82V,4.66W,32,14,2470WH
10.0.70.40,2025-05-21 22:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.84V,4.67W,32,14,2470WH
10.0.70.40,2025-05-21 23:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.84V,4.67W,32,14,2470WH
10.0.70.40,2025-05-22 00:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.10A,51.86V,5.19W,31,13,2470WH
10.0.70.40,2025-05-22 01:00:10,0.00W,0.00A,0.00V,12.45V,0.00A,0.09A,51.86V,4.67W,30,12,2470WH
10.0.70.40,2025-05-22 02:00:09,0.00W,0.00A,0.00V,12.45V,0.00A,0.09A,51.86V,4.67W,30,11,2470WH
10.0.70.40,2025-05-22 03:00:09,0.00W,0.00A,0.00V,12.43V,0.00A,0.09A,51.82V,4.66W,29,11,2470WH
10.0.70.40,2025-05-22 04:00:10,0.00W,0.00A,0.00V,12.43V,0.00A,0.09A,51.84V,4.67W,28,10,2470WH
10.0.70.40,2025-05-22 05:00:08,0.00W,0.00A,0.00V,12.43V,0.00A,0.10A,51.88V,5.19W,28,10,2470WH
10.0.70.40,2025-05-22 06:00:10,0.00W,0.00A,0.00V,12.43V,0.00A,0.09A,51.86V,4.67W,28,10,2470WH
10.0.70.40,2025-05-22 07:00:09,5.00W,0.39A,12.83V,12.49V,0.00A,0.09A,51.86V,4.67W,31,10,2473WH
10.0.70.40,2025-05-22 08:00:09,8.83W,0.68A,12.98V,12.58V,0.09A,0.09A,51.84V,4.67W,31,10,2478WH
10.0.70.40,2025-05-22 09:00:09,11.33W,0.88A,12.87V,12.45V,0.00A,0.24A,51.86V,12.45W,32,10,2484WH
10.0.70.40,2025-05-22 10:00:10,21.86W,1.66A,13.17V,12.66V,0.52A,0.24A,51.84V,12.44W,32,10,2495WH
10.0.70.40,2025-05-22 11:00:10,36.44W,2.15A,16.95V,13.09V,1.58A,0.24A,51.81V,12.43W,34,11,2515WH
10.0.70.40,2025-05-22 12:00:09,33.34W,2.00A,16.67V,13.19V,1.20A,0.24A,51.82V,12.44W,35,12,2539WH
10.0.70.40,2025-05-22 13:00:10,25.48W,1.86A,13.70V,13.15V,0.77A,0.22A,51.81V,11.40W,36,13,2567WH
10.0.70.40,2025-05-22 14:00:09,23.39W,1.71A,13.68V,13.13V,0.67A,0.24A,51.82V,12.44W,36,13,2599WH
10.0.70.40,2025-05-22 15:00:09,25.56W,1.86A,13.74V,13.19V,0.67A,0.24A,51.82V,12.44W,36,13,2628WH
10.0.70.40,2025-05-22 16:00:09,43.03W,2.30A,18.71V,13.49V,1.73A,0.25A,51.84V,12.96W,37,14,2650WH
10.0.70.40,2025-05-22 17:00:08,15.08W,1.12A,13.46V,12.96V,0.00A,0.22A,51.81V,11.40W,36,13,2671WH
10.0.70.40,2025-05-22 18:00:09,5.75W,0.44A,13.06V,12.71V,0.00A,0.22A,51.81V,11.40W,36,13,2681WH
10.0.70.40,2025-05-22 19:00:09,0.00W,0.00A,21.46V,12.58V,0.00A,0.24A,51.84V,12.44W,34,13,2685WH
10.0.70.40,2025-05-22 20:00:09,0.00W,0.00A,0.00V,12.62V,0.00A,0.10A,51.86V,5.19W,32,12,2686WH
10.0.70.40,2025-05-22 21:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.09A,51.88V,4.67W,30,11,2686WH
10.0.70.40,2025-05-22 22:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.10A,51.86V,5.19W,29,11,2686WH
10.0.70.40,2025-05-22 23:00:10,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.88V,4.67W,29,10,2686WH
10.0.70.40,2025-05-23 00:00:10,0.00W,0.00A,0.00V,12.47V,0.00A,0.10A,51.86V,5.19W,29,10,2686WH
10.0.70.40,2025-05-23 01:00:09,0.00W,0.00A,0.00V,12.45V,0.00A,0.09A,51.86V,4.67W,28,10,2686WH
10.0.70.40,2025-05-23 02:00:09,0.00W,0.00A,0.00V,12.43V,0.00A,0.09A,51.86V,4.67W,28,10,2686WH
10.0.70.40,2025-05-23 03:00:09,0.00W,0.00A,0.00V,12.41V,0.00A,0.09A,51.88V,4.67W,28,10,2686WH
10.0.70.40,2025-05-23 04:00:09,0.00W,0.00A,0.00V,12.39V,0.00A,0.10A,51.88V,5.19W,28,10,2686WH
10.0.70.40,2025-05-23 05:00:09,0.00W,0.00A,0.00V,12.39V,0.00A,0.09A,51.86V,4.67W,28,10,2686WH
10.0.70.40,2025-05-23 06:00:09,0.00W,0.00A,0.00V,12.39V,0.00A,0.10A,51.90V,5.19W,28,10,2686WH
10.0.70.40,2025-05-23 07:00:09,0.00W,0.00A,20.23V,12.37V,0.00A,0.10A,51.86V,5.19W,30,10,2686WH
10.0.70.40,2025-05-23 08:00:10,3.90W,0.29A,13.46V,12.41V,0.00A,0.08A,51.82V,4.15W,31,10,2689WH
10.0.70.40,2025-05-23 09:00:09,7.39W,0.58A,12.74V,12.35V,0.00A,0.22A,51.81V,11.40W,32,10,2694WH
10.0.70.40,2025-05-23 10:00:09,15.77W,1.22A,12.93V,12.49V,0.04A,0.24A,51.84V,12.44W,33,11,2702WH
10.0.70.40,2025-05-23 11:00:10,29.05W,2.15A,13.51V,12.94V,1.05A,0.25A,51.82V,12.95W,34,11,2720WH
10.0.70.40,2025-05-23 12:00:09,21.04W,1.56A,13.49V,12.94V,0.43A,0.24A,51.82V,12.44W,35,12,2743WH
10.0.70.40,2025-05-23 13:00:09,36.59W,2.15A,17.02V,13.24V,1.39A,0.22A,51.81V,11.40W,37,13,2765WH
10.0.70.40,2025-05-23 14:00:10,41.34W,2.15A,19.23V,13.34V,1.68A,0.25A,51.81V,12.95W,37,13,2792WH
10.0.70.40,2025-05-23 15:00:09,29.73W,2.15A,13.83V,13.28V,1.10A,0.24A,51.79V,12.43W,40,15,2827WH
10.0.70.40,2025-05-23 16:00:09,14.38W,1.07A,13.44V,12.94V,0.00A,0.24A,51.79V,12.43W,37,14,2843WH
10.0.70.40,2025-05-23 17:00:10,10.39W,0.78A,13.32V,12.85V,0.00A,0.24A,51.77V,12.42W,38,15,2858WH
10.0.70.40,2025-05-23 18:00:10,8.88W,0.68A,13.06V,12.68V,0.00A,0.22A,51.82V,11.40W,37,14,2864WH
10.0.70.40,2025-05-23 19:00:10,4.61W,0.34A,13.57V,12.54V,0.00A,0.22A,51.79V,11.39W,37,14,2869WH
10.0.70.40,2025-05-23 20:00:09,0.00W,0.00A,20.63V,12.56V,0.00A,0.09A,51.84V,4.67W,34,14,2871WH
10.0.70.40,2025-05-23 21:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.84V,4.67W,32,13,2871WH
10.0.70.40,2025-05-23 22:00:10,0.00W,0.00A,0.00V,12.45V,0.00A,0.09A,51.84V,4.67W,32,12,2871WH
10.0.70.40,2025-05-23 23:00:10,0.00W,0.00A,0.00V,12.43V,0.00A,0.09A,51.84V,4.67W,31,12,2871WH
10.0.70.40,2025-05-24 00:00:10,0.00W,0.00A,0.00V,12.39V,0.00A,0.09A,51.82V,4.66W,31,12,2871WH
10.0.70.40,2025-05-24 01:00:09,0.00W,0.00A,0.00V,12.37V,0.00A,0.09A,51.84V,4.67W,31,12,2871WH
10.0.70.40,2025-05-24 02:00:10,0.00W,0.00A,0.00V,12.37V,0.00A,0.09A,51.84V,4.67W,31,12,2871WH
10.0.70.40,2025-05-24 03:00:10,0.00W,0.00A,0.00V,12.37V,0.00A,0.10A,51.86V,5.19W,30,11,2871WH
10.0.70.40,2025-05-24 04:00:09,0.00W,0.00A,0.00V,12.35V,0.00A,0.09A,51.84V,4.67W,30,11,2871WH
10.0.70.40,2025-05-24 05:00:09,0.00W,0.00A,0.00V,12.35V,0.00A,0.09A,51.86V,4.67W,30,11,2871WH
10.0.70.40,2025-05-24 06:00:09,0.00W,0.00A,18.97V,12.35V,0.00A,0.09A,51.81V,4.66W,31,11,2871WH
10.0.70.40,2025-05-24 07:00:09,3.89W,0.29A,13.42V,12.39V,0.00A,0.09A,51.84V,4.67W,32,11,2871WH
10.0.70.40,2025-05-24 08:00:09,5.65W,0.44A,12.83V,12.49V,0.00A,0.09A,51.84V,4.67W,34,12,2876WH
10.0.70.40,2025-05-24 09:00:10,20.34W,1.56A,13.04V,12.54V,0.33A,0.22A,51.81V,11.40W,35,13,2882WH
10.0.70.40,2025-05-24 10:00:10,26.60W,1.96A,13.57V,13.00V,0.81A,0.24A,51.79V,12.43W,38,15,2908WH
10.0.70.40,2025-05-24 11:00:10,29.41W,2.15A,13.68V,13.09V,0.96A,0.25A,51.79V,12.95W,39,15,2936WH
10.0.70.40,2025-05-24 12:00:10,10.87W,0.83A,13.10V,12.66V,0.00A,0.22A,51.79V,11.39W,37,14,2948WH
10.0.70.40,2025-05-24 13:00:12,13.59W,1.02A,13.32V,12.83V,0.00A,0.24A,51.77V,12.42W,39,15,2972WH
10.0.70.40,2025-05-24 14:00:10,77.19W,3.52A,21.93V,13.75V,3.65A,0.24A,51.75V,12.42W,41,16,3008WH
10.0.70.40,2025-05-24 15:00:09,30.27W,2.20A,13.76V,13.19V,1.10A,0.24A,51.79V,12.43W,40,16,3033WH
10.0.70.40,2025-05-24 16:00:09,21.23W,1.20A,17.69V,13.09V,1.39A,0.24A,51.79V,12.43W,40,17,3057WH
10.0.70.40,2025-05-24 17:00:10,26.81W,1.96A,13.68V,13.09V,0.77A,0.25A,51.77V,12.94W,40,17,3076WH
10.0.70.40,2025-05-24 18:00:09,11.61W,0.88A,13.19V,12.77V,0.00A,0.21A,51.75V,10.87W,40,17,3090WH
10.0.70.40,2025-05-24 19:00:09,5.71W,0.44A,12.98V,12.62V,0.00A,0.24A,51.77V,12.42W,40,17,3099WH
10.0.70.40,2025-05-24 20:00:09,3.87W,0.24A,16.14V,12.68V,0.00A,0.09A,51.79V,4.66W,39,16,3103WH
10.0.70.40,2025-05-24 21:00:09,0.00W,0.00A,0.00V,12.60V,0.00A,0.09A,51.82V,4.66W,34,15,3103WH
10.0.70.40,2025-05-24 22:00:09,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.82V,4.66W,33,14,3103WH
10.0.70.40,2025-05-24 23:00:09,0.00W,0.00A,0.00V,12.52V,0.00A,0.09A,51.84V,4.67W,32,13,3103WH
10.0.70.40,2025-05-25 00:02:19,0.00W,0.00A,0.00V,12.49V,0.00A,0.10A,51.86V,5.19W,32,13,3103WH
10.0.70.40,2025-05-25 01:02:19,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.84V,4.67W,31,12,3103WH
10.0.70.40,2025-05-25 02:02:19,0.00W,0.00A,0.00V,12.43V,0.00A,0.09A,51.86V,4.67W,31,12,3103WH
10.0.70.40,2025-05-25 03:02:19,0.00W,0.00A,0.00V,12.41V,0.00A,0.10A,51.86V,5.19W,30,11,3103WH
10.0.70.40,2025-05-25 04:02:20,0.00W,0.00A,0.00V,12.37V,0.00A,0.09A,51.84V,4.67W,30,11,3103WH
10.0.70.40,2025-05-25 05:02:19,0.00W,0.00A,0.00V,12.37V,0.00A,0.09A,51.84V,4.67W,30,11,3103WH
10.0.70.40,2025-05-25 06:02:19,0.00W,0.00A,0.00V,12.37V,0.00A,0.09A,51.84V,4.67W,31,11,3103WH
10.0.70.40,2025-05-25 07:02:19,5.25W,0.39A,13.46V,12.41V,0.00A,0.09A,51.82V,4.66W,34,12,3106WH
10.0.70.40,2025-05-25 08:00:10,14.09W,1.07A,13.17V,12.71V,0.43A,0.09A,51.79V,4.66W,35,14,3115WH
10.0.70.40,2025-05-25 09:00:10,97.13W,4.26A,22.80V,14.13V,5.72A,0.25A,51.77V,12.94W,41,16,3140WH
10.0.70.40,2025-05-25 10:00:09,46.78W,2.59A,18.06V,13.39V,2.02A,0.24A,51.73V,12.42W,45,20,3201WH
